Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	Desc	Code	Tool	Community	Community Size	Community Rep	Seq length (aa)	Taxonomy	Taxonomy detail
UniRef100_A0A2D3VWF2	nan	154-169	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	170-182	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	183-197	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	198-200	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	201-221	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	222-349	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	350-361	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	362-375	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	376-391	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	392-686	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	687-703	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	704-708	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	709-724	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	725-732	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	1-114	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	115-127	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	128-139	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	140-157	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	158-169	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	170-184	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	185-186	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	187-207	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	208-336	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	337-349	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	350-362	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	363-377	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	378-670	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	671-690	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	691-695	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	696-711	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N9C6	nan	712-734	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	734	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	1-129	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	130-142	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	143-155	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	156-175	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	176-185	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	186-200	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	201-202	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	203-219	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	220-352	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	353-371	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	372-377	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	378-395	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	396-685	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	686-707	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	708-712	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	713-734	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A357YUP6	nan	735-779	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	779	Proteobacteria	Proteobacteria
UniRef100_A0A4P5V4R6	nan	1-114	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	115-135	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	136-144	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	145-165	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	166-175	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	176-190	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	191-192	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	193-209	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	210-361	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	362-380	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	381-383	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	384-402	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	403-734	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	735-758	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	759-759	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	760-782	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A4P5V4R6	nan	783-809	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	809	Other	Chloroflexi
UniRef100_A0A5K7ZV58	nan	1-111	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	112-129	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	130-136	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	137-157	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	158-164	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	165-181	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	182-183	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	184-200	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	201-333	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	334-352	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	353-356	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	357-375	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	376-667	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	668-690	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	691-691	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	692-713	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZV58	nan	714-770	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C429	10	UniRef100_A0A5C7XZV1	770	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	1-112	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	113-124	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	125-141	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	142-154	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	155-167	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	168-182	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	183-184	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	185-205	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	206-334	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	335-349	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	350-360	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	361-376	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	377-671	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	672-688	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	689-693	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	694-709	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A7C9IWV9	nan	710-742	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	1-114	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	115-135	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	136-143	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	144-160	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	161-172	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	173-188	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	189-191	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	192-207	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	208-339	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	340-360	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	361-362	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	363-383	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	384-675	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	676-698	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	699-699	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	700-721	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_D8F5K4	nan	722-737	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	737	Proteobacteria	Proteobacteria
UniRef100_G4E7T5	nan	1-139	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C444	101	UniRef100_A0A522V264	139	Proteobacteria	Proteobacteria
UniRef100_A0A0M1VUA0	nan	1-165	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	165	Fusobacteria	Fusobacteria
UniRef100_A0A1W1I9M9	nan	1-171	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C741	2	UniRef100_A0A177Q9J8	225	Nitrospirae	Nitrospirae
UniRef100_A0A1W1I9M9	nan	172-184	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C741	2	UniRef100_A0A177Q9J8	225	Nitrospirae	Nitrospirae
UniRef100_A0A1W1I9M9	nan	185-189	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C741	2	UniRef100_A0A177Q9J8	225	Nitrospirae	Nitrospirae
UniRef100_A0A1W1I9M9	nan	190-203	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C741	2	UniRef100_A0A177Q9J8	225	Nitrospirae	Nitrospirae
UniRef100_A0A1W1I9M9	nan	204-225	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C741	2	UniRef100_A0A177Q9J8	225	Nitrospirae	Nitrospirae
UniRef100_A0A0A0X4Y4	nan	1-107	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C583	35	UniRef100_A0A231P312	107	Spirochaetes	Spirochaetes
UniRef100_A0A0A5I5Q1	nan	1-109	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C675	23	UniRef100_W1SB97	109	Bacillota	Bacillota
UniRef100_A0A3D8YV28	nan	1-105	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C675	23	UniRef100_W1SB97	105	Bacillota	Bacillota
UniRef100_A0A2G6FBK5	nan	1-138	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	138	Proteobacteria	Proteobacteria
UniRef100_A0A6F9WTH6	nan	1-146	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	146	Proteobacteria	Proteobacteria
UniRef100_A0A1H8X663	nan	1-175	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C603	9	UniRef100_A0A1G9U165	175	Bacillota	Bacillota
UniRef100_S7J8D4	nan	1-216	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C586	24	UniRef100_C9KNI5	216	Bacillota	Bacillota
UniRef100_A0A6L6YHD1	nan	1-149	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C321	4	UniRef100_A0A844JS58	149	Proteobacteria	Proteobacteria
UniRef100_A0A0S8A8H8	nan	1-95	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C399	42	UniRef100_A0A1H6HD08	95	Proteobacteria	Proteobacteria
UniRef100_A0A7Y2N3U3	nan	1-284	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C233	39	UniRef100_U2SKL7	284	Proteobacteria	Proteobacteria
UniRef100_B7KAM5	nan	1-132	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C555	2	UniRef100_E0UGR4	175	Cyanobacteria	Cyanobacteria
UniRef100_B7KAM5	nan	133-153	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C555	2	UniRef100_E0UGR4	175	Cyanobacteria	Cyanobacteria
UniRef100_B7KAM5	nan	154-154	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C555	2	UniRef100_E0UGR4	175	Cyanobacteria	Cyanobacteria
UniRef100_B7KAM5	nan	155-164	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C555	2	UniRef100_E0UGR4	175	Cyanobacteria	Cyanobacteria
UniRef100_B7KAM5	nan	165-175	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C555	2	UniRef100_E0UGR4	175	Cyanobacteria	Cyanobacteria
UniRef100_A0A662ZMY2	nan	1-210	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C5	5	UniRef100_A0A662ZLY5	210	NA	NA
UniRef100_E8WS95	nan	1-131	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C725	12	UniRef100_A0A351WUV5	131	Proteobacteria	Proteobacteria
UniRef100_A0A3D0X216	nan	1-263	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C702	8	UniRef100_F5RIY1	263	Bacillota	Bacillota
UniRef100_F6DJU4	nan	1-94	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	95-104	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	105-123	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	124-137	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	138-149	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	150-164	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	165-169	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
UniRef100_F6DJU4	nan	170-182	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C260	4	UniRef100_I9AR64	200	Bacillota	Bacillota
